filename,label,mean_complexity,std_complexity,min_complexity,max_complexity,complexity_range,mean_leaf_area,std_leaf_area,leaf_count,mean_boundary_delta,max_boundary_delta,mean_depth,std_depth
0001.jpg,real,0.9274088541666667,0.11438294430017679,0.6458333333333334,1.0,0.35416666666666663,64.0,0.0,16,0.0951171875,0.24348958333333337,2.0,0.0
0002 (10).jpg,real,0.9921875,0.030257682392245445,0.875,1.0,0.125,64.0,0.0,16,0.008984375000000006,0.11197916666666663,2.0,0.0
0002 (2).jpg,real,0.9300130208333333,0.07209753701395584,0.765625,1.0,0.234375,64.0,0.0,16,0.13704427083333334,0.25944010416666674,2.0,0.0
0002 (3).jpg,real,1.0,0.0,1.0,1.0,0.0,64.0,0.0,16,0.018294270833333327,0.05045572916666663,2.0,0.0
0002 (4).jpg,real,0.9654947916666667,0.06572297064529804,0.8177083333333334,1.0,0.18229166666666663,64.0,0.0,16,0.039322916666666666,0.15625,2.0,0.0
0002 (5).jpg,real,0.9495442708333334,0.05323335654732571,0.8489583333333334,1.0,0.15104166666666663,64.0,0.0,16,0.051236979166666675,0.16796875,2.0,0.0
0002 (6).jpg,real,0.9944661458333333,0.0148994693897732,0.9479166666666666,1.0,0.05208333333333337,64.0,0.0,16,0.019986979166666658,0.06510416666666663,2.0,0.0
0002 (7).jpg,real,0.9905598958333334,0.019593542157047106,0.9427083333333334,1.0,0.05729166666666663,64.0,0.0,16,0.04993489583333333,0.11328125,2.0,0.0
0002 (8).jpg,real,0.9944661458333333,0.014437133373396274,0.9427083333333334,1.0,0.05729166666666663,64.0,0.0,16,0.01647135416666668,0.05989583333333337,2.0,0.0
0002 (9).jpg,real,0.9977213541666666,0.00882515736440493,0.9635416666666666,1.0,0.03645833333333337,64.0,0.0,16,0.0068684895833333315,0.02734375,2.0,0.0
0002.jpg,real,0.474609375,0.3219853579270353,0.07291666666666667,0.953125,0.8802083333333334,64.0,0.0,16,0.23024088541666665,0.6328125,2.0,0.0
0003 (10).jpg,real,0.9951171875,0.018911051495153403,0.921875,1.0,0.078125,64.0,0.0,16,0.00390625,0.078125,2.0,0.0
0003 (2).jpg,real,1.0,0.0,1.0,1.0,0.0,64.0,0.0,16,0.02080078125,0.05989583333333337,2.0,0.0
0003 (3).jpg,real,0.982421875,0.03923032524787196,0.8541666666666666,1.0,0.14583333333333337,64.0,0.0,16,0.026432291666666673,0.1171875,2.0,0.0
0003 (4).jpg,real,0.9895833333333334,0.030425316264447708,0.8802083333333334,1.0,0.11979166666666663,64.0,0.0,16,0.02102864583333334,0.08723958333333337,2.0,0.0
0003 (5).jpg,real,0.9833984375,0.032848584552567936,0.8802083333333334,1.0,0.11979166666666663,64.0,0.0,16,0.03580729166666667,0.078125,2.0,0.0
0003 (6).jpg,real,0.982421875,0.03236273052509522,0.9114583333333334,1.0,0.08854166666666663,64.0,0.0,16,0.05592447916666667,0.10807291666666663,2.0,0.0
0003 (7).jpg,real,0.9921875,0.030257682392245445,0.875,1.0,0.125,64.0,0.0,16,0.010807291666666668,0.10546875,2.0,0.0
0003 (8).jpg,real,0.9931640625,0.0186628790146148,0.9322916666666666,1.0,0.06770833333333337,64.0,0.0,16,0.03961588541666665,0.10416666666666663,2.0,0.0
0003 (9).jpg,real,0.9143880208333334,0.14836859637522265,0.578125,1.0,0.421875,64.0,0.0,16,0.0880859375,0.32291666666666663,2.0,0.0
0003.jpg,real,0.9886067708333333,0.04279949105060175,0.8229166666666666,1.0,0.17708333333333337,64.0,0.0,16,0.035611979166666675,0.171875,2.0,0.0
0004 (10).jpg,real,0.9619140625,0.0625194943013576,0.7760416666666666,1.0,0.22395833333333337,64.0,0.0,16,0.045475260416666656,0.18489583333333326,2.0,0.0
0004 (2).jpg,real,0.8955078125,0.116089601689335,0.6458333333333334,1.0,0.35416666666666663,64.0,0.0,16,0.09443359375,0.22916666666666663,2.0,0.0
0004 (3).jpg,real,0.9261067708333333,0.08698109150658348,0.75,1.0,0.25,64.0,0.0,16,0.08802083333333335,0.21223958333333337,2.0,0.0
0004 (4).jpg,real,0.97265625,0.08797497881046287,0.6354166666666666,1.0,0.36458333333333337,64.0,0.0,16,0.03723958333333333,0.29166666666666674,2.0,0.0
0004 (5).jpg,real,1.0,0.0,1.0,1.0,0.0,64.0,0.0,16,0.0013671875,0.0068359375,2.0,0.0
0004 (6).jpg,real,0.9944661458333334,0.012951475432342291,0.9583333333333334,1.0,0.04166666666666663,64.0,0.0,16,0.011458333333333326,0.04166666666666663,2.0,0.0
0004 (7).jpg,real,1.0,0.0,1.0,1.0,0.0,64.0,0.0,16,0.017708333333333333,0.05533854166666663,2.0,0.0
0004 (8).jpg,real,0.9954427083333334,0.017650314728809832,0.9270833333333334,1.0,0.07291666666666663,64.0,0.0,16,0.006575520833333332,0.07291666666666663,2.0,0.0
0004 (9).jpg,real,0.9635416666666667,0.05371784204358404,0.8541666666666666,1.0,0.14583333333333337,64.0,0.0,16,0.061816406250000025,0.19401041666666663,2.0,0.0
0004.jpg,real,0.9541015625,0.09628760986057738,0.625,1.0,0.375,64.0,0.0,16,0.05729166666666667,0.1875,2.0,0.0
0005 (10).jpg,real,1.0,0.0,1.0,1.0,0.0,64.0,0.0,16,0.0029947916666666573,0.01041666666666663,2.0,0.0
0005 (2).jpg,real,0.9925130208333333,0.020502644851562165,0.9166666666666666,1.0,0.08333333333333337,64.0,0.0,16,0.01874999999999999,0.08333333333333337,2.0,0.0
0005 (3).jpg,real,0.9586588541666667,0.07032380189839006,0.7552083333333334,1.0,0.24479166666666663,64.0,0.0,16,0.049348958333333325,0.16276041666666663,2.0,0.0
0005 (4).jpg,real,0.9049479166666667,0.20317090159783313,0.234375,1.0,0.765625,64.0,0.0,16,0.10182291666666665,0.46354166666666663,2.0,0.0
0005 (5).jpg,real,0.9768880208333334,0.035799892701474205,0.9010416666666666,1.0,0.09895833333333337,64.0,0.0,16,0.04524739583333333,0.08984375,2.0,0.0
0005 (6).jpg,real,0.9977213541666666,0.00882515736440493,0.9635416666666666,1.0,0.03645833333333337,64.0,0.0,16,0.010416666666666668,0.03645833333333337,2.0,0.0
0005 (7).jpg,real,0.9856770833333334,0.03767051078512873,0.859375,1.0,0.140625,64.0,0.0,16,0.04986979166666667,0.1015625,2.0,0.0
0005 (8).jpg,real,0.8759765625,0.17014217589786484,0.375,1.0,0.625,64.0,0.0,16,0.11484375,0.44140625,2.0,0.0
0005 (9).jpg,real,0.9860026041666666,0.046465177160222006,0.8072916666666666,1.0,0.19270833333333337,64.0,0.0,16,0.022070312499999988,0.11197916666666674,2.0,0.0
0005.jpg,real,0.9407552083333333,0.060623831022163385,0.84375,1.0,0.15625,64.0,0.0,16,0.04208984375000001,0.12630208333333337,2.0,0.0
0006 (10).jpg,real,0.9801432291666666,0.04928067195803019,0.8072916666666666,1.0,0.19270833333333337,64.0,0.0,16,0.0234375,0.12890625,2.0,0.0
0006 (2).jpg,real,1.0,0.0,1.0,1.0,0.0,64.0,0.0,16,0.0046875,0.0234375,2.0,0.0
0006 (3).jpg,real,0.9378255208333333,0.06430416683329755,0.8333333333333334,1.0,0.16666666666666663,64.0,0.0,16,0.04498697916666668,0.11848958333333337,2.0,0.0
0006 (4).jpg,real,0.9905598958333333,0.022113864354529687,0.9166666666666666,1.0,0.08333333333333337,64.0,0.0,16,0.012825520833333331,0.08333333333333337,2.0,0.0
0006 (5).jpg,real,0.9039713541666666,0.07543027863857205,0.7083333333333334,0.984375,0.27604166666666663,64.0,0.0,16,0.09348958333333332,0.17447916666666663,2.0,0.0
0006 (6).jpg,real,0.9977213541666666,0.007585403774564482,0.96875,1.0,0.03125,64.0,0.0,16,0.024739583333333332,0.05078125,2.0,0.0
0006 (7).jpg,real,0.9733072916666666,0.049303243997799964,0.8541666666666666,1.0,0.14583333333333337,64.0,0.0,16,0.051627604166666674,0.09765625,2.0,0.0
0006 (8).jpg,real,0.9993489583333334,0.002521473532687111,0.9895833333333334,1.0,0.01041666666666663,64.0,0.0,16,0.02024739583333333,0.048828125,2.0,0.0
0006 (9).jpg,real,0.640625,0.28117162295263626,0.15104166666666666,1.0,0.8489583333333334,64.0,0.0,16,0.17604166666666668,0.4674479166666667,2.0,0.0
0006.jpg,real,0.9449869791666667,0.09559400223663418,0.765625,1.0,0.234375,64.0,0.0,16,0.059830729166666666,0.1328125,2.0,0.0
0007 (10).jpg,real,1.0,0.0,1.0,1.0,0.0,64.0,0.0,16,0.008723958333333327,0.03776041666666663,2.0,0.0
0007 (2).jpg,real,0.7613932291666666,0.31551936934593167,0.13020833333333334,1.0,0.8697916666666666,64.0,0.0,16,0.15592447916666669,0.47916666666666663,2.0,0.0
0007 (3).jpg,real,0.9879557291666666,0.031879443687904296,0.9010416666666666,1.0,0.09895833333333337,64.0,0.0,16,0.010481770833333338,0.08203125,2.0,0.0
0007 (4).jpg,real,0.9814453125,0.03906114363964611,0.8802083333333334,1.0,0.11979166666666663,64.0,0.0,16,0.023111979166666678,0.11979166666666663,2.0,0.0
0007 (5).jpg,real,0.9475911458333334,0.04605285784698454,0.8489583333333334,1.0,0.15104166666666663,64.0,0.0,16,0.07190755208333335,0.13151041666666663,2.0,0.0
0007 (6).jpg,real,0.9928385416666666,0.013515976231788213,0.9583333333333334,1.0,0.04166666666666663,64.0,0.0,16,0.014453125,0.04166666666666663,2.0,0.0
0007 (7).jpg,real,0.98828125,0.02507989620346124,0.9010416666666666,1.0,0.09895833333333337,64.0,0.0,16,0.06328124999999998,0.14192708333333337,2.0,0.0
0007 (8).jpg,real,0.97265625,0.036154800460715675,0.8958333333333334,1.0,0.10416666666666663,64.0,0.0,16,0.04889322916666666,0.1640625,2.0,0.0
0007 (9).jpg,real,0.787109375,0.16725436544177733,0.5208333333333334,1.0,0.47916666666666663,64.0,0.0,16,0.11744791666666665,0.3841145833333333,2.0,0.0
0007.jpg,real,0.8974609375,0.15139728643397965,0.5572916666666666,1.0,0.44270833333333337,64.0,0.0,16,0.10091145833333334,0.32942708333333337,2.0,0.0
0008 (10).jpg,real,0.9886067708333334,0.02052330763821368,0.9270833333333334,1.0,0.07291666666666663,64.0,0.0,16,0.021809895833333332,0.10416666666666663,2.0,0.0
0008 (2).jpg,real,0.9814453125,0.038138763222545634,0.859375,1.0,0.140625,64.0,0.0,16,0.017968750000000012,0.13020833333333337,2.0,0.0
0008 (3).jpg,real,0.9228515625,0.08930846635877925,0.7552083333333334,1.0,0.24479166666666663,64.0,0.0,16,0.048177083333333336,0.17578125,2.0,0.0
0008 (4).jpg,real,0.990234375,0.02306378852072702,0.9270833333333334,1.0,0.07291666666666663,64.0,0.0,16,0.02490234375,0.0546875,2.0,0.0
0008 (5).jpg,real,1.0,0.0,1.0,1.0,0.0,64.0,0.0,16,0.000390625,0.001953125,2.0,0.0
0008 (6).jpg,real,0.9869791666666667,0.034890002622328796,0.8802083333333334,1.0,0.11979166666666663,64.0,0.0,16,0.02708333333333332,0.09895833333333326,2.0,0.0
0008 (7).jpg,real,0.9957682291666666,0.008873055449504567,0.96875,1.0,0.03125,64.0,0.0,16,0.06347656250000004,0.10677083333333337,2.0,0.0
0008 (8).jpg,real,0.8108723958333333,0.16352133330917826,0.4635416666666667,0.984375,0.5208333333333333,64.0,0.0,16,0.1688151041666667,0.35677083333333337,2.0,0.0
0008 (9).jpg,real,0.9485677083333334,0.07399855402086462,0.75,1.0,0.25,64.0,0.0,16,0.0580078125,0.19140625,2.0,0.0
0008.jpg,real,0.46419270833333337,0.24541334926088007,0.125,1.0,0.875,64.0,0.0,16,0.15416666666666665,0.43619791666666663,2.0,0.0
0009 (10).jpg,real,0.9833984375,0.04552522616282811,0.8333333333333334,1.0,0.16666666666666663,64.0,0.0,16,0.027083333333333327,0.10546875,2.0,0.0
0009 (2).jpg,real,1.0,0.0,1.0,1.0,0.0,64.0,0.0,16,0.01731770833333333,0.04752604166666663,2.0,0.0
0009 (3).jpg,real,0.69921875,0.2834387489636209,0.0625,1.0,0.9375,64.0,0.0,16,0.20595703125,0.43359375,2.0,0.0
0009 (4).jpg,real,0.9954427083333334,0.017650314728809832,0.9270833333333334,1.0,0.07291666666666663,64.0,0.0,16,0.0328125,0.06477864583333337,2.0,0.0
0009 (5).jpg,real,0.9860026041666666,0.023847594931500474,0.9375,1.0,0.0625,64.0,0.0,16,0.03636067708333334,0.11848958333333337,2.0,0.0
0009 (6).jpg,real,0.9720052083333333,0.05612190637933677,0.78125,1.0,0.21875,64.0,0.0,16,0.0412109375,0.1171875,2.0,0.0
0009 (7).jpg,real,0.9794921875,0.04336030365309329,0.8541666666666666,1.0,0.14583333333333337,64.0,0.0,16,0.033463541666666666,0.09765625,2.0,0.0
0009 (8).jpg,real,0.6904296875,0.3172863101152243,0.11458333333333333,1.0,0.8854166666666666,64.0,0.0,16,0.18411458333333336,0.5559895833333333,2.0,0.0
0009 (9).jpg,real,0.6575520833333334,0.2827860014826558,0.09375,0.9270833333333334,0.8333333333333334,64.0,0.0,16,0.18164062500000003,0.39453125000000006,2.0,0.0
0009.jpg,real,0.7958984375,0.24955349361163803,0.22916666666666666,1.0,0.7708333333333334,64.0,0.0,16,0.16728515624999998,0.46223958333333337,2.0,0.0
0010 (10).jpg,real,0.9931640625,0.0186628790146148,0.9322916666666666,1.0,0.06770833333333337,64.0,0.0,16,0.021614583333333333,0.078125,2.0,0.0
0010 (2).jpg,real,0.9459635416666666,0.13621403615174268,0.453125,1.0,0.546875,64.0,0.0,16,0.08701171875,0.34635416666666663,2.0,0.0
0010 (3).jpg,real,0.9915364583333333,0.017359754721319516,0.9322916666666666,1.0,0.06770833333333337,64.0,0.0,16,0.03600260416666666,0.11588541666666663,2.0,0.0
0010 (4).jpg,real,0.9654947916666666,0.09093865963727014,0.6354166666666666,1.0,0.36458333333333337,64.0,0.0,16,0.03209635416666666,0.33854166666666674,2.0,0.0
0010 (5).jpg,real,1.0,0.0,1.0,1.0,0.0,64.0,0.0,16,0.01178385416666668,0.05208333333333337,2.0,0.0
0010 (6).jpg,real,0.9928385416666667,0.01755399578478224,0.9375,1.0,0.0625,64.0,0.0,16,0.007226562499999989,0.0625,2.0,0.0
0010 (7).jpg,real,0.9612630208333334,0.07870808341944342,0.7552083333333334,1.0,0.24479166666666663,64.0,0.0,16,0.05589192708333333,0.18359375,2.0,0.0
0010 (8).jpg,real,0.9508463541666666,0.1081429985809985,0.640625,1.0,0.359375,64.0,0.0,16,0.03893229166666667,0.22265625,2.0,0.0
0010 (9).jpg,real,0.8541666666666667,0.11576099359840038,0.6197916666666666,1.0,0.38020833333333337,64.0,0.0,16,0.11360677083333334,0.29817708333333337,2.0,0.0
0010.jpg,real,0.9755859375,0.03808315516902504,0.8958333333333334,1.0,0.10416666666666663,64.0,0.0,16,0.036393229166666666,0.07682291666666663,2.0,0.0
0011 (10).jpg,real,0.9742838541666667,0.06809457019601578,0.7864583333333334,1.0,0.21354166666666663,64.0,0.0,16,0.02177734375,0.19401041666666663,2.0,0.0
0011 (2).jpg,real,0.974609375,0.06543859418026896,0.7395833333333334,1.0,0.26041666666666663,64.0,0.0,16,0.03144531249999999,0.22265625,2.0,0.0
0011 (3).jpg,real,0.9606119791666666,0.0714123268426114,0.7760416666666666,1.0,0.22395833333333337,64.0,0.0,16,0.058072916666666675,0.14322916666666674,2.0,0.0
0011 (4).jpg,real,0.9508463541666666,0.07565471139084141,0.8072916666666666,1.0,0.19270833333333337,64.0,0.0,16,0.06497395833333333,0.11979166666666663,2.0,0.0
0011 (5).jpg,real,0.9736328125,0.0669394633795434,0.734375,1.0,0.265625,64.0,0.0,16,0.0626953125,0.13932291666666663,2.0,0.0
0011 (6).jpg,real,0.9866536458333334,0.03589448427634591,0.875,1.0,0.125,64.0,0.0,16,0.016536458333333337,0.125,2.0,0.0
0011 (7).jpg,real,0.9993489583333334,0.002521473532687111,0.9895833333333334,1.0,0.01041666666666663,64.0,0.0,16,0.037304687499999996,0.0693359375,2.0,0.0
0011 (8).jpg,real,0.8987630208333333,0.1864933258126022,0.40625,1.0,0.59375,64.0,0.0,16,0.10175781250000002,0.453125,2.0,0.0
0011 (9).jpg,real,0.9427083333333333,0.10262531507936475,0.7135416666666666,1.0,0.28645833333333337,64.0,0.0,16,0.0599609375,0.15104166666666674,2.0,0.0
0011.jpg,real,0.9228515625,0.12302060662619352,0.5572916666666666,1.0,0.44270833333333337,64.0,0.0,16,0.08587239583333334,0.35286458333333337,2.0,0.0
0012 (10).jpg,real,0.9928385416666666,0.027736208859558333,0.8854166666666666,1.0,0.11458333333333337,64.0,0.0,16,0.018229166666666668,0.06380208333333337,2.0,0.0
0012 (2).jpg,real,0.8759765625,0.180649398804306,0.515625,1.0,0.484375,64.0,0.0,16,0.10413411458333333,0.37239583333333337,2.0,0.0
0012 (3).jpg,real,0.970703125,0.04632471413338597,0.8489583333333334,1.0,0.15104166666666663,64.0,0.0,16,0.04882812499999999,0.12890625,2.0,0.0
0012 (4).jpg,real,0.9866536458333334,0.03836038933867648,0.84375,1.0,0.15625,64.0,0.0,16,0.02226562499999999,0.11328125,2.0,0.0
0012 (5).jpg,real,0.9925130208333333,0.017563048125281533,0.9322916666666666,1.0,0.06770833333333337,64.0,0.0,16,0.018131510416666653,0.04947916666666674,2.0,0.0
0012 (6).jpg,real,0.9677734375,0.06771381062581189,0.8020833333333334,1.0,0.19791666666666663,64.0,0.0,16,0.04664713541666668,0.13020833333333337,2.0,0.0
0012 (7).jpg,real,0.9957682291666666,0.01291870757355758,0.9479166666666666,1.0,0.05208333333333337,64.0,0.0,16,0.023111979166666664,0.06640625,2.0,0.0
0012 (8).jpg,real,0.9990234375,0.0037822102990306807,0.984375,1.0,0.015625,64.0,0.0,16,0.00078125,0.015625,2.0,0.0
0012 (9).jpg,real,0.9860026041666666,0.02602334967795983,0.9166666666666666,1.0,0.08333333333333337,64.0,0.0,16,0.038932291666666674,0.1171875,2.0,0.0
0012.jpg,real,0.9583333333333334,0.08390106090409902,0.6875,1.0,0.3125,64.0,0.0,16,0.053678385416666675,0.17317708333333337,2.0,0.0
0013 (10).jpg,real,0.9371744791666666,0.06868952393570256,0.8177083333333334,1.0,0.18229166666666663,64.0,0.0,16,0.07506510416666665,0.19010416666666663,2.0,0.0
0013 (2).jpg,real,0.9814453125,0.04178729081120052,0.875,1.0,0.125,64.0,0.0,16,0.02122395833333333,0.08854166666666663,2.0,0.0
0013 (3).jpg,real,0.9983723958333334,0.006303683831717792,0.9739583333333334,1.0,0.02604166666666663,64.0,0.0,16,0.034830729166666664,0.08463541666666663,2.0,0.0
0013 (4).jpg,real,0.8170572916666667,0.20795762835223705,0.3125,1.0,0.6875,64.0,0.0,16,0.12682291666666667,0.39973958333333337,2.0,0.0
0013 (5).jpg,real,0.9462890625,0.057607991262331085,0.828125,1.0,0.171875,64.0,0.0,16,0.08776041666666665,0.20182291666666663,2.0,0.0
0013 (6).jpg,real,0.9674479166666667,0.06169457156501111,0.796875,1.0,0.203125,64.0,0.0,16,0.035416666666666666,0.109375,2.0,0.0
0013 (7).jpg,real,0.9967447916666666,0.009366858443970163,0.9635416666666666,1.0,0.03645833333333337,64.0,0.0,16,0.012792968750000005,0.02734375,2.0,0.0
0013 (8).jpg,real,1.0,0.0,1.0,1.0,0.0,64.0,0.0,16,0.006705729166666663,0.02376302083333337,2.0,0.0
0013 (9).jpg,real,1.0,0.0,1.0,1.0,0.0,64.0,0.0,16,0.001236979166666674,0.00618489583333337,2.0,0.0
0013.jpg,real,0.8629557291666666,0.14646809805400832,0.53125,1.0,0.46875,64.0,0.0,16,0.16236979166666665,0.30338541666666663,2.0,0.0
0014 (10).jpg,real,0.9602864583333333,0.0708858519687222,0.7864583333333334,1.0,0.21354166666666663,64.0,0.0,16,0.04628906249999999,0.20182291666666663,2.0,0.0
0014 (2).jpg,real,0.8408203125,0.1654206428722558,0.5833333333333334,1.0,0.41666666666666663,64.0,0.0,16,0.12955729166666666,0.24348958333333337,2.0,0.0
0014 (3).jpg,real,0.9964192708333334,0.013868104429779152,0.9427083333333334,1.0,0.05729166666666663,64.0,0.0,16,0.0035807291666666574,0.05729166666666663,2.0,0.0
0014 (4).jpg,real,0.9990234375,0.0037822102990306807,0.984375,1.0,0.015625,64.0,0.0,16,0.006054687499999994,0.021484375,2.0,0.0
0014 (5).jpg,real,0.8072916666666666,0.3157276888780988,0.19270833333333334,1.0,0.8072916666666666,64.0,0.0,16,0.18509114583333333,0.45442708333333337,2.0,0.0
0014 (6).jpg,real,0.9876302083333334,0.04790799712105528,0.8020833333333334,1.0,0.19791666666666663,64.0,0.0,16,0.013151041666666658,0.19791666666666663,2.0,0.0
0014 (7).jpg,real,0.9899088541666666,0.039082839756650375,0.8385416666666666,1.0,0.16145833333333337,64.0,0.0,16,0.017513020833333337,0.13411458333333337,2.0,0.0
0014 (8).jpg,real,0.9684244791666666,0.07329858939429879,0.7760416666666666,1.0,0.22395833333333337,64.0,0.0,16,0.03658854166666668,0.21484375,2.0,0.0
0014 (9).jpg,real,0.728515625,0.15952380843931846,0.390625,0.9739583333333334,0.5833333333333334,64.0,0.0,16,0.15266927083333334,0.37239583333333337,2.0,0.0
0014.jpg,real,0.9635416666666667,0.06107312187270091,0.8125,1.0,0.1875,64.0,0.0,16,0.05240885416666667,0.15494791666666674,2.0,0.0
0015 (10).jpg,real,0.8935546875,0.07427512364704814,0.7708333333333334,1.0,0.22916666666666663,64.0,0.0,16,0.13541666666666669,0.20572916666666674,2.0,0.0
0015 (2).jpg,real,0.998046875,0.006345569234901661,0.9739583333333334,1.0,0.02604166666666663,64.0,0.0,16,0.028906249999999994,0.05729166666666663,2.0,0.0
0015 (3).jpg,real,0.9573567708333333,0.09213044723355263,0.7135416666666666,1.0,0.28645833333333337,64.0,0.0,16,0.04264322916666667,0.17447916666666674,2.0,0.0
0015 (4).jpg,real,0.9973958333333333,0.00883115883219437,0.9635416666666666,1.0,0.03645833333333337,64.0,0.0,16,0.046419270833333345,0.13411458333333337,2.0,0.0
0015 (5).jpg,real,0.9921875,0.021943098367646772,0.9166666666666666,1.0,0.08333333333333337,64.0,0.0,16,0.0076171875,0.08333333333333337,2.0,0.0
0015 (6).jpg,real,0.9853515625,0.028361440442653905,0.890625,1.0,0.109375,64.0,0.0,16,0.06028645833333335,0.10546875,2.0,0.0
0015 (7).jpg,real,1.0,0.0,1.0,1.0,0.0,64.0,0.0,16,0.009244791666666674,0.04622395833333337,2.0,0.0
0015 (8).jpg,real,0.9889322916666667,0.03364695197766288,0.8645833333333334,1.0,0.13541666666666663,64.0,0.0,16,0.04010416666666668,0.15234375,2.0,0.0
0015 (9).jpg,real,0.9309895833333333,0.11588541666666667,0.65625,1.0,0.34375,64.0,0.0,16,0.07630208333333333,0.18619791666666663,2.0,0.0
0015.jpg,real,0.9518229166666666,0.04386687637479953,0.8854166666666666,1.0,0.11458333333333337,64.0,0.0,16,0.08111979166666668,0.19661458333333337,2.0,0.0
0016 (10).jpg,real,1.0,0.0,1.0,1.0,0.0,64.0,0.0,16,0.012174479166666658,0.04166666666666663,2.0,0.0
0016 (2).jpg,real,0.9625651041666666,0.12180178798956288,0.5,1.0,0.5,64.0,0.0,16,0.04876302083333334,0.40494791666666663,2.0,0.0
0016 (3).jpg,real,0.921875,0.10191245796536196,0.6614583333333334,1.0,0.33854166666666663,64.0,0.0,16,0.07955729166666667,0.17708333333333326,2.0,0.0
0016 (4).jpg,real,0.9899088541666666,0.02581074373039709,0.9166666666666666,1.0,0.08333333333333337,64.0,0.0,16,0.012239583333333337,0.08333333333333337,2.0,0.0
0016 (5).jpg,real,0.9475911458333334,0.06218640810520692,0.78125,1.0,0.21875,64.0,0.0,16,0.052213541666666675,0.12890625,2.0,0.0
0016 (6).jpg,real,0.9925130208333333,0.021472041125052722,0.9166666666666666,1.0,0.08333333333333337,64.0,0.0,16,0.013509114583333337,0.05208333333333337,2.0,0.0
0016 (7).jpg,real,0.9140625,0.11832491992537844,0.6145833333333334,1.0,0.38541666666666663,64.0,0.0,16,0.07779947916666666,0.25260416666666663,2.0,0.0
0016 (8).jpg,real,0.99609375,0.015128841196122723,0.9375,1.0,0.0625,64.0,0.0,16,0.0171875,0.0546875,2.0,0.0
0016 (9).jpg,real,0.8977864583333333,0.15966191281944772,0.4947916666666667,1.0,0.5052083333333333,64.0,0.0,16,0.09986979166666668,0.3020833333333333,2.0,0.0
0016.jpg,real,1.0,0.0,1.0,1.0,0.0,64.0,0.0,16,0.0034505208333333315,0.01334635416666663,2.0,0.0
